prodid,TCSassetid,FIBEAssetID,vcmassetid,FONSEAssetID,IPVODAssetID,title,contract,licensestart,licenseend,FUTURE,FIBE,ALIANT,FONSE,IPVOD,VCM,VSPP,categories
1OVY,04EQV,04EQV,9X6WV,FONSEAssetID,,Beauty Shop,594,2009/09/12 04:00,2021/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1OW4,04ESV,04ESV,9Q4NV,FONSEAssetID,,Into the Blue,594,2009/09/12 04:00,2021/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1OW7,04ETV,04ETV,ABK6V,FONSEAssetID,,Jeepers Creepers 2,594,2009/09/12 04:00,2021/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1OWG,04EWV,04EWV,7N6IV,FONSEAssetID,,Stargate: Continuum,594,2009/09/12 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1OWJ,04EXV,04EXV,7N79V,FONSEAssetID,,What s The Worst That Could Happen?,594,2009/09/12 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1P7O,04I1V,04I1V,74JKV,FONSEAssetID,,Ananconda,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1P7R,04I2V,04I2V,74JMV,FONSEAssetID,,Bad Boys II,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1P7U,04I3V,04I3V,74JOV,FONSEAssetID,,The Big Hit,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1P8D,04I7V,04I7V,74JUV,FONSEAssetID,,Hollow Man,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1P8G,04I8V,04I8V,74JWV,FONSEAssetID,,I Know What You Did Last Summer,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1P8J,04I9V,04I9V,74JYV,FONSEAssetID,,Memoirs of a Geisha,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PA2,04IOV,04IOV,74K0V,FONSEAssetID,,Resident Evil,1540,2010/04/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PA5,04IPV,04IPV,74K2V,FONSEAssetID,,Resident Evil: Apocalypse,1540,2010/04/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PAN,04IVV,04IVV,74K6V,FONSEAssetID,,America's Sweethearts,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PAW,04IXV,04IXV,74KAV,FONSEAssetID,,Arlington Road,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PAZ,04IYV,04IYV,74KCV,FONSEAssetID,,Baby Boy,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PBG,04J1V,04J1V,74KEV,FONSEAssetID,,Bliss,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PBK,04J2V,04J2V,74KGV,FONSEAssetID,,Can't Hardly Wait,596,2010/04/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PBQ,04J4V,04J4V,74KIV,FONSEAssetID,,Closer,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PBT,04J5V,04J5V,74KKV,FONSEAssetID,,Cruel Intentions,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PC5,04J9V,04J9V,74KOV,FONSEAssetID,,Get on the Bus,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PC8,04JAV,04JAV,74KQV,FONSEAssetID,,Girl Interrupted,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PCB,04JBV,04JBV,74KSV,FONSEAssetID,,Godzilla: Final Wars,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PCE,04JCV,04JCV,74KUV,FONSEAssetID,,Hanging Up,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PCN,04JFV,04JFV,74KYV,FONSEAssetID,,Identity,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PCQ,04JGV,04JGV,74L0V,FONSEAssetID,,In the Line of Fire,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PCT,04JHV,04JHV,74L2V,FONSEAssetID,,John Carpenter's Ghost's of Mars,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PD5,04JLV,04JLV,74L6V,FONSEAssetID,,Lawrence of Arabia,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PD8,04JMV,04JMV,74L8V,FONSEAssetID,,Les Miserables,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PDB,04JNV,04JNV,74LAV,FONSEAssetID,,Loverboy,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PDE,04JOV,04JOV,74LCV,FONSEAssetID,,Man of the House,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PDH,04JPV,04JPV,74LEV,FONSEAssetID,,Maximum Risk,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PDP,04JRV,04JRV,74LGV,FONSEAssetID,,Mo' Money,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PDT,04JSV,04JSV,74LIV,FONSEAssetID,,North,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PDZ,04JUV,04JUV,74LKV,FONSEAssetID,,Panic Room,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PE2,04JVV,04JVV,74LMV,FONSEAssetID,,Random Hearts,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PE5,04JWV,04JWV,74LOV,FONSEAssetID,,School Daze,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PE8,04JXV,04JXV,74LQV,FONSEAssetID,,Shampoo,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PEB,04JYV,04JYV,74LSV,FONSEAssetID,,Silverado,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PEH,04K0V,04K0V,74LUV,FONSEAssetID,,Taxi Driver,596,2010/04/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PPN,04LCV,04LCV,AAQPV,FONSEAssetID,,Formula 51,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PPQ,04LDV,04LDV,AAQQV,FONSEAssetID,,Almost Heaven,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PPT,04LEV,04LEV,AAQRV,FONSEAssetID,,Bailey's Billions,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PPW,04LFV,04LFV,A7ZPV,FONSEAssetID,,Blizzard,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PQB,04LKV,04LKV,A7ZRV,FONSEAssetID,,The Journals of knud Rasmussen,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PQF,04LMV,04LMV,A7ZSV,FONSEAssetID,,The Life and Hard Times of Guy Terrifico,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PQK,04LNV,04LNV,A7ZTV,FONSEAssetID,,Living Death ,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PQQ,04LPV,04LPV,A7ZVV,FONSEAssetID,,The Marsh,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PQW,04LRV,04LRV,A7ZWV,FONSEAssetID,,Radiant City ,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PQZ,04LSV,04LSV,A7ZXV,FONSEAssetID,,Seven Times Lucky,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PR5,04LUV,04LUV,A802V,FONSEAssetID,,The Stranger Game,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PRK,04LZV,04LZV,A804V,FONSEAssetID,,UKM: The Ultimate Killing Machine,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PRN,04M0V,04M0V,A805V,FONSEAssetID,,Unnatural and Accidental,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PRT,04M2V,04M2V,A806V,FONSEAssetID,,The River King,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PRW,04M3V,04M3V,A807V,FONSEAssetID,,Ararat,802,2010/03/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PWV,04MUV,04MUV,8592V,FONSEAssetID,,The Addams Family,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PWY,04MVV,04MVV,6ZOIV,FONSEAssetID,,Beverly Hills Cop,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PX1,04MWV,04MWV,6ZOKV,FONSEAssetID,,Beverly Hills Cop II,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PX4,04MXV,04MXV,6ZPWV,FONSEAssetID,,Clear and Present Danger,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PX9,04MYV,04MYV,6ZQAV,FONSEAssetID,,Coming to America,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PXH,04N0V,04N0V,7117V,FONSEAssetID,,Crocodile Dundee II,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PXL,04N1V,04N1V,711QV,FONSEAssetID,,Double Jeopardy,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PYX,04N4V,04N4V,711SV,FONSEAssetID,,Down to Earth,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PZJ,04N7V,04N7V,71APV,FONSEAssetID,,Footloose,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PZQ,04N9V,04N9V,71ABV,FONSEAssetID,,Face Off,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PZT,04NAV,04NAV,71AFV,FONSEAssetID,,Fatal Attraction,1498,2010/05/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1PZX,04NBV,04NBV,7220V,FONSEAssetID,,Friday the 13th,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1Q00,04NCV,04NCV,8AZ0V,FONSEAssetID,,The General's Daughter,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1Q0J,04NFV,04NFV,722AV,FONSEAssetID,,Ghost,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1Q0R,04NGV,04NGV,6ZP4V,FONSEAssetID,,Braveheart,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1Q10,04NHV,04NHV,8AZ2V,FONSEAssetID,,The Godfather,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1Q1G,04NJV,04NJV,727OV,FONSEAssetID,,Harold and Maude,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1Q1J,04NKV,04NKV,7AC4V,FONSEAssetID,,How to Lose a Guy in 10 Days,1498,2010/05/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1Q1V,04NOV,04NOV,7AO9V,FONSEAssetID,,Jimmy Neutron: Boy Genius,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1Q21,04NQV,04NQV,7AP3V,FONSEAssetID,,Major League,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1Q35,04NVV,04NVV,7AQNV,FONSEAssetID,,Mission Impossible II,1498,2010/05/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1Q3L,04O0V,04O0V,6ZMGV,FONSEAssetID,,An Officer and a Gentleman,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1Q4M,04OCV,04OCV,7UC6V,FONSEAssetID,,Sleepy Hollow,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1Q4S,04ODV,04ODV,8B37V,FONSEAssetID,,The Sum of All Fears,851,2010/05/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1Q4Z,04OEV,04OEV,8590V,FONSEAssetID,,Terms of Endearment,1498,2010/05/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1QET,04PLV,04PLV,8Q47V,FONSEAssetID,,Tommy Boy,851,2010/05/01 04:00,2036/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1QEW,04PMV,04PMV,8Q5QV,FONSEAssetID,,Zoolander,1498,2010/05/01 00:00,2035/12/31 23:58,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1QF2,04POV,04POV,8Q4BV,FONSEAssetID,,Trading Places,851,2010/05/01 04:00,2036/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1QF8,04PQV,04PQV,8Q4TV,FONSEAssetID,,Vanilla Sky,851,2010/05/01 00:00,2035/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1QFE,04PSV,04PSV,8Q5CV,FONSEAssetID,,What Women Want,1498,2010/05/01 00:00,2035/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
1SX9,05DFV,05DFV,11FET,FONSEAssetID,11FDT,Two Lovers and a Bear,1665,2017/07/04 00:00,2018/12/03 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
1WWV,06LNV,06LNV,,FONSEAssetID,,Bell Fibe TV introduction,505,2010/06/16 00:00,2089/12/31 23:59,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
1WX1,06LPV,06LPV,AC6XV,FONSEAssetID,,Voici Bell Télé Fibe,917,2010/06/16 00:00,2068/12/14 23:59,FUTURE,NO,NO,FONSE,NO,YES,VSPP,categories
25U0,09A8V,09A8V,,FONSEAssetID,,Bell Aliant Help Video,965,2010/10/01 00:00,2017/06/08 23:59,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
26E7,09GLV,09GLV,ABU9V,FONSEAssetID,,Complot,832,2010/11/01 04:00,2049/11/01 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26EM,09GPV,09GPV,ABUBV,FONSEAssetID,,Non coupable,832,2010/11/01 04:00,2049/11/01 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26EU,09GQV,09GQV,6ZKKV,FONSEAssetID,,Addams Family Values,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26EZ,09GRV,09GRV,ABUDV,FONSEAssetID,,"U.S. Marshalls, v.fr.",832,2010/11/01 04:00,2049/11/01 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26F4,09GSV,09GSV,6ZLGV,FONSEAssetID,,Alfie,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26F9,09GTV,09GTV,86ALV,FONSEAssetID,,Batman : Le Commencement,832,2010/11/01 00:00,2049/10/30 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26FF,09GUV,09GUV,6ZLOV,FONSEAssetID,,All I Want for Christmas,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26FJ,09GVV,09GVV,ABUGV,FONSEAssetID,,Operation espadon,832,2010/11/01 00:00,2049/10/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26FQ,09GWV,09GWV,ABUHV,FONSEAssetID,,Les Affranchis,832,2010/11/01 04:00,2049/11/01 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26G5,09GXV,09GXV,6ZLSV,FONSEAssetID,,Along Came a Spider,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26GE,09GZV,09GZV,6ZMWV,FONSEAssetID,,Another 48 Hours,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26GL,09H2V,09H2V,ABULV,FONSEAssetID,,Kangouroo jack,832,2010/11/01 00:00,2049/10/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26GO,09H3V,09H3V,6ZOOV,FONSEAssetID,,Beyond Borders,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26GU,09H5V,09H5V,ABUNV,FONSEAssetID,,Jour de formation,1458,2010/11/01 00:00,2049/10/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26H1,09H8V,09H8V,ABUOV,FONSEAssetID,,"Striptease, v.fr.",832,2010/11/01 04:00,2049/11/01 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26HB,09HCV,09HCV,ABUPV,FONSEAssetID,,Les Remplaçants,832,2010/11/01 04:00,2049/11/01 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26HJ,09HEV,09HEV,6ZOYV,FONSEAssetID,,Black Rain,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26HT,09HIV,09HIV,6ZP0V,FONSEAssetID,,Black Sheep,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26HW,09HJV,09HJV,6ZP6V,FONSEAssetID,,Breakfast at Tiffany's,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26IF,09HOV,09HOV,6ZP8V,FONSEAssetID,,Bringing Out the Dead,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26IU,09HSV,09HSV,6ZPQV,FONSEAssetID,,Changing Lanes,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26J6,09HWV,09HWV,6ZPYV,FONSEAssetID,,Clockstoppers,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26JC,09HYV,09HYV,6ZQ4V,FONSEAssetID,,Clueless,1498,2010/11/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26JF,09HZV,09HZV,ABU0V,FONSEAssetID,,"Gothika, v.fr.",832,2010/11/01 04:00,2049/11/01 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26JI,09I0V,09I0V,ABU1V,FONSEAssetID,,L'Inspecteur Harry,832,2010/11/01 00:00,2049/10/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26JP,09I1V,09I1V,ABU2V,FONSEAssetID,,À coups de magnum,832,2010/11/01 00:00,2049/10/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26JT,09I2V,09I2V,ABU3V,FONSEAssetID,,Les Enjeux de la mort,832,2010/11/01 04:00,2049/11/01 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26K0,09I4V,09I4V,ABU5V,FONSEAssetID,,"Mystic River, v.fr.",832,2010/11/01 04:00,2049/11/01 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26K5,09I5V,09I5V,ABU6V,FONSEAssetID,,Impardonnable,832,2010/11/01 04:00,2049/11/01 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26KD,09I6V,09I6V,8BDQV,FONSEAssetID,,Au coeur de la terre,852,2010/11/01 00:00,2035/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26KG,09I7V,09I7V,8CABV,FONSEAssetID,,Double/Identité,852,2010/11/01 00:00,2035/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26KM,09I9V,09I9V,8CBWV,FONSEAssetID,,Lara Croft Tomb Raider: Le berceau de la vie,852,2010/11/01 04:00,2036/01/01 04:58,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
26KP,09IAV,09IAV,8E58V,FONSEAssetID,,"Mission Impossible, v.fr.",852,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26KV,09ICV,09ICV,8BEAV,FONSEAssetID,,Coeur vaillant,852,2010/11/01 04:00,2036/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26KY,09IDV,09IDV,8CC8V,FONSEAssetID,,Le Parrain,852,2010/11/01 00:00,2035/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26L4,09IFV,09IFV,7111V,FONSEAssetID,,Coneheads,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26L7,09IGV,09IGV,8CCCV,FONSEAssetID,,Le Parrain III,852,2010/11/01 04:00,2036/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26LA,09IHV,09IHV,8CCWV,FONSEAssetID,,Les Incorruptibles,852,2010/11/01 04:00,2036/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26LD,09IIV,09IIV,8BFJV,FONSEAssetID,,Comment perdre son mec en 10 jours,852,2010/11/01 04:00,2036/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26LJ,09IKV,09IKV,8CBAV,FONSEAssetID,,"K-19: The Widowmaker, v.fr. ",852,2010/11/01 04:00,2036/01/01 04:59,FUTURE,NO,NO,FONSE,NO,YES,VSPP,categories
26LP,09IMV,09IMV,8CBGV,FONSEAssetID,,L'Énigmatique M. Ripley,852,2010/11/01 04:00,2036/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26LS,09INV,09INV,6ZIHV,FONSEAssetID,,Un Ciel couleur vanille,852,2010/11/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26LV,09IOV,09IOV,6ZD4V,FONSEAssetID,,"Start Trek: Nemesis, v.fr.",852,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26LY,09IPV,09IPV,6ZD6V,FONSEAssetID,,Terreur extrême,852,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26M1,09IQV,09IQV,6Z99V,FONSEAssetID,,"Sleepy Hollow, v.fr.",851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26MG,09IVV,09IVV,6ZJPV,FONSEAssetID,,Star Trek: Le Premier contact.,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26MY,09J2V,09J2V,7113V,FONSEAssetID,,Congo,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26N1,09J3V,09J3V,711BV,FONSEAssetID,,Crossroads,851,2010/11/01 04:00,2035/10/01 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26N5,09J5V,09J5V,711OV,FONSEAssetID,,Domestic Disturbance,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26N8,09J6V,09J6V,719XV,FONSEAssetID,,Eddie Murphy Raw,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26NI,09JAV,09JAV,71A9V,FONSEAssetID,,Eye for an Eye,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26NR,09JDV,09JDV,71AJV,FONSEAssetID,,First Wives Club,1498,2010/11/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26OC,09JKV,09JKV,721WV,FONSEAssetID,,Four Feathers,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26OI,09JMV,09JMV,7245V,FONSEAssetID,,Grease 2,851,2010/11/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26OR,09JPV,09JPV,727IV,FONSEAssetID,,Harlem Nights,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26OX,09JRV,09JRV,727QV,FONSEAssetID,,Harriet the Spy,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26PM,09JYV,09JYV,7ANXV,FONSEAssetID,,Internal Affairs,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
26PZ,09K2V,09K2V,7AO5V,FONSEAssetID,,Jackass: The Movie,851,2010/11/01 04:00,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
